NodeId:6	0.69188982517,0.691952774787,15,22,58,80
NodeId:60	0.547703333973,0.547752790519,14,49,53,56,65
NodeId:61	0.73348139886,0.733545478391,18,20,6,9,99
NodeId:62	1.01734643582,1.01745022902,11,22,33,91
NodeId:63	1.72452247265,1.72470811764,3,64,65,72
NodeId:64	1.01000234041,1.01010481711,27,28,3,31,33,39,78
NodeId:65	0.988773586175,0.988872571133,27,88
NodeId:66	1.01106841025,1.01116710244,19,72,8,81,83,98
NodeId:67	0.695583065316,0.695646836884,2,26,30,31,32,45
NodeId:68	0.891782398344,0.891873871579,1,19,28,40,6,81,85
NodeId:69	0.881924244599,0.882007948,12,22,42,46,55,72,88
NodeId:7	0.999048599923,0.999152891438,12,21,38,57,93
NodeId:70	1.20469900031,1.20482918037,20,63,99
NodeId:71	1.51042294115,1.5105912202,15,16,45,84,97
NodeId:72	1.92852699442,1.9287434014,10,49,51,92,93,95
NodeId:73	0.538887098597,0.538930765443,41,50,51,84,92
NodeId:74	0.432429725607,0.432462495482,35,54,84
NodeId:75	0.434918681195,0.434953087865,29,34,37,51,54,65,85,91
NodeId:76	0.893988863841,0.894084027965,9
NodeId:77	0.630571811594,0.630627295159,0,32,37,40,41,44,5,69,79,83,85,86,87
NodeId:78	1.63241605097,1.63259178964,13,19,34,82
NodeId:79	0.984424754561,0.984522723849,0,26,43,74,90
NodeId:8	0.344861063806,0.344882279369,13,41,59,87
NodeId:80	1.18365076488,1.18377215609,31,79
NodeId:81	0.587131947344,0.587180873008,21,26,5,78,93,96
NodeId:82	0.676459050865,0.676527377386,2,23,24,32,52,53
NodeId:83	1.27103876958,1.27117212249,1,10,18,27,29,4,70
NodeId:84	1.06151525317,1.06162268986,21,9
NodeId:85	0.693894010165,0.693960156088,32,54,57,64,69,90,99
NodeId:86	1.3299381653,1.33008221845,11,60,71,95
NodeId:87	0.485728262914,0.485763679625,19,20,27,30,47,54,63,8
NodeId:88	1.26715406563,1.26729385106,21,26,44,50,55,82
NodeId:89	0.579033702998,0.579082920308,16,32,35,38,40,57,58
NodeId:9	1.66797362799,1.66815715619,33,39,41,43,51,69,80
NodeId:90	0.916947172264,0.917041457986,1,26,52,93,96
NodeId:91	0.74816891707,0.748236864072,12,24,66,81,95
NodeId:92	1.61252218015,1.61269564318,22,34,39,57
NodeId:93	0.955901437156,0.956000820535,15,43,66,75
NodeId:94	1.05548586663,1.0555952987,17,20,4,90
NodeId:95	1.38757076628,1.38772295949,76,88
NodeId:96	0.81211841673,0.812194323898,12,13,24,31,60,74
NodeId:97	1.06990760736,1.07002562207,37,50,62,89
NodeId:98	1.12379368491,1.12390327853,13,15,28,49,5,66,92,94
NodeId:99	1.18045917872,1.18057667985,1,83
FinalRank:9.076894	21
FinalRank:2.136947	31
FinalRank:1.928527	72
FinalRank:1.724522	63
FinalRank:1.667974	9
FinalRank:1.632416	78
FinalRank:1.612522	92
FinalRank:1.510423	71
FinalRank:1.441197	45
FinalRank:1.387571	95
FinalRank:1.331924	27
FinalRank:1.329938	86
FinalRank:1.314678	37
FinalRank:1.271039	83
FinalRank:1.267154	88
FinalRank:1.227606	1
FinalRank:1.211070	15
FinalRank:1.204699	70
FinalRank:1.183651	80
FinalRank:1.180459	99
